Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,3.0,-6.0,-0.26,-3.0,0.0,0.0,-3.0,-0.13,0
2011,4.0,-12.0,-6.0,-11.0,-5.0,-0.0,-10.0,-5.0,-100
2012,4.0,-9.0,-3.01,-9.0,-2.0,-0.0,-11.0,-3.67,24
2013,4.0,-10.0,-1.44,-9.0,-1.0,-0.0,-10.0,-1.43,-11
2014,4.0,-7.0,-7.0,-8.0,-1.0,-0.0,-12.0,-12.0,29
2015,4.0,-7.0,-7.0,-4.0,-7.0,-0.0,-9.0,-9.0,0
2016,4.0,-9.0,-3.01,-8.0,-10.0,-0.0,-6.0,-2.0,-28
2017,4.0,-7.0,-0.7,-7.0,-3.0,-0.0,-9.0,-0.9,22
2018,2.0,-7.0,-3.5,-5.0,-5.0,-0.0,-6.0,-3.0,0
2019,2.0,-7.0,-0.98,-7.0,-1.0,-0.0,-8.0,-1.14,0
2020,3.0,-6.0,-0.75,-6.0,-1.0,-0.0,-8.0,-0.44,14
