Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,36.0,2.0,0.16,1.0,0.0,0.0,-2.0,-0.17,0
2011,71.0,4.0,0.32,4.0,-3.0,-0.0,-1.0,-0.08,99
2012,66.0,4.0,0.32,4.0,-2.0,-0.0,-4.0,-0.33,0
2013,66.0,2.0,0.16,2.0,-2.0,-0.0,-2.0,-0.17,-50
2014,56.0,0.0,0.0,2.0,0.0,0.0,-2.0,-0.17,-100
2015,50.0,-2.0,-2.0,0.0,1.0,0.0,-4.0,-4.0,-20099
2016,44.0,0.0,0.0,2.0,0.0,0.0,-2.0,-2.0,100
2017,40.0,-2.0,-2.0,0.0,0.0,0.0,-4.0,-4.0,-20099
2018,35.0,-4.0,-4.0,-2.0,-1.0,-0.0,-6.0,-6.0,-101
2019,111.0,-2.0,-2.0,0.0,0.0,0.0,-6.0,-6.0,49
