Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,45.0,-4.0,-0.15,1.0,0.0,0.0,-2.0,-0.07,0
2011,137.0,4.0,0.12,13.0,-37.0,-0.0,10.0,0.3,200
2012,131.0,-35.0,-1.03,-10.0,-15.0,-0.0,13.0,0.38,-972
2013,145.0,2.0,0.06,4.0,-30.0,-0.0,9.0,0.25,105
2014,172.0,-18.0,-0.44,3.0,-80.0,-0.0,17.0,0.43,-995
2015,140.0,26.0,0.63,3.0,-109.0,-0.0,8.0,0.2,244
2016,127.0,-81.0,-1.97,-78.0,-103.0,-0.0,-9.0,-0.22,-411
2017,89.0,-6.0,-0.13,-3.0,-104.0,-0.0,-2.0,-0.05,92
2018,84.0,-4.0,-0.08,-2.0,-44.0,-0.0,1.0,0.02,33
2019,104.0,-4.0,-0.16,2.0,-41.0,-0.0,0.0,0.0,0
