Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,-3.0,-0.21,-1.0,0.0,0.0,-2.0,-0.14,0
2011,4.0,-7.0,-0.42,-7.0,-2.0,-0.0,-9.0,-0.53,-134
2012,4.0,-17.0,-0.68,-16.0,-15.0,-0.0,-11.0,-0.44,-143
2013,13.0,-28.0,-0.93,-25.0,-37.0,-0.0,-15.0,-0.5,-64
2014,18.0,-21.0,-0.63,-19.0,-16.0,-0.0,-20.0,-0.61,24
2015,23.0,-32.0,-10.68,-26.0,11.0,0.0,-26.0,-8.67,-52
2016,26.0,-18.0,-4.5,-13.0,11.0,0.0,-15.0,-3.75,43
2017,25.0,-13.0,-2.6,-8.0,21.0,0.0,-12.0,-2.4,27
2018,38.0,-4.0,-0.4,4.0,24.0,6.0,-2.0,-0.2,69
2019,30.0,-4.0,-0.32,4.0,29.0,7.25,-2.0,-0.17,0
