Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,16.0,-36.0,-2.12,-11.0,0.0,0.0,2.0,0.12,0
2011,34.0,4.0,0.24,6.0,0.0,0.0,17.0,1.0,111
2012,28.0,2.0,0.12,2.0,0.0,0.0,7.0,0.41,-50
2013,29.0,22.0,1.38,12.0,0.0,0.0,10.0,0.63,994
2014,32.0,8.0,0.56,17.0,0.0,0.0,12.0,0.86,-63
2015,30.0,8.0,0.6,14.0,0.0,0.0,10.0,0.77,0
2016,35.0,7.0,0.58,12.0,0.0,0.0,12.0,1.0,-12
2017,38.0,6.0,0.6,14.0,0.0,0.0,8.0,0.8,-14
2018,41.0,13.0,1.3,18.0,0.0,0.0,12.0,1.2,116
2019,41.0,8.0,0.8,13.0,0.0,0.0,7.0,0.7,-38
