Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,53.0,7.0,0.44,5.0,0.0,0.0,6.0,0.38,0
2011,107.0,17.0,1.06,26.0,98.0,3.77,42.0,2.63,142
2012,111.0,19.0,1.18,28.0,19.0,0.68,36.0,2.25,11
2013,118.0,19.0,1.19,30.0,5.0,0.17,31.0,1.94,0
2014,119.0,21.0,1.31,33.0,10.0,0.3,28.0,1.75,10
2015,144.0,26.0,1.38,40.0,41.0,1.03,41.0,2.16,23
2016,169.0,19.0,0.87,28.0,369.0,13.18,31.0,1.41,-26
2017,200.0,42.0,1.6,67.0,309.0,4.61,66.0,2.54,120
2018,216.0,48.0,1.64,65.0,367.0,5.65,83.0,2.86,14
2019,232.0,64.0,2.19,83.0,212.0,2.55,72.0,2.48,33
2020,235.0,49.0,1.65,63.0,273.0,4.33,66.0,1.2,-23
