Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,119.0,-15.0,-1.86,-14.0,29.0,0.0,1.0,0.13,0
2012,112.0,2.0,1.0,7.0,26.0,3.71,0.0,0.0,113
2013,93.0,3.0,0.25,3.0,15.0,5.0,-7.0,-0.58,49
2014,71.0,0.0,0.0,4.0,9.0,2.25,-1.0,-1.0,-100
2015,72.0,0.0,0.0,5.0,7.0,1.4,-2.0,-2.0,-100
2016,62.0,-12.0,-12.0,-5.0,6.0,0.0,-6.0,-6.0,-120100
2017,52.0,3.0,0.42,-3.0,-4.0,-0.0,-5.0,-0.71,125
2018,51.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-166
2019,44.0,-1.0,-1.0,-2.0,-4.0,-0.0,-4.0,-4.0,49
2020,41.0,-3.0,-1.32,0.0,-2.0,0.0,-4.0,-0.67,-203
