Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,712.0,24.0,1.2,53.0,142.0,2.68,-7.0,-0.35,0
2012,704.0,12.0,0.6,36.0,111.0,3.08,35.0,1.75,-50
2013,712.0,15.0,0.8,44.0,90.0,2.05,43.0,2.26,24
2014,685.0,26.0,1.43,46.0,84.0,1.83,39.0,2.17,73
2015,685.0,38.0,2.11,55.0,93.0,1.69,20.0,1.11,46
2016,642.0,31.0,1.82,58.0,104.0,1.79,6.0,0.35,-18
2017,645.0,31.0,1.72,61.0,93.0,1.52,12.0,0.67,0
2018,677.0,30.0,1.67,50.0,85.0,1.7,12.0,0.67,-3
2019,706.0,2.0,2.0,32.0,104.0,3.25,-15.0,-15.0,-93
2020,704.0,4.0,4.0,33.0,86.0,2.61,14.0,14.0,99
