Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,1.0,-13.0,-0.18,-4.0,0.0,0.0,-3.0,-0.04,0
2011,1.0,-31.0,0.05,-18.0,8.0,0.0,-16.0,0.03,-138
2012,3.0,-66.0,0.03,-28.0,-5.0,-0.0,-23.0,0.02,-112
2013,3.0,-63.0,0.05,-52.0,-17.0,-0.0,-36.0,0.03,4
2014,2.0,-134.0,0.04,-114.0,4.0,0.0,-85.0,0.04,-112
2015,4.0,-114.0,0.25,-109.0,1.0,0.0,-83.0,0.18,14
2016,4.0,-79.0,0.23,-66.0,20.0,0.0,-59.0,0.19,30
2017,4.0,-71.0,0.24,-48.0,26.0,0.0,-35.0,0.12,10
2018,2.0,-35.0,0.01,-17.0,-12.0,-0.0,12.0,-0.01,50
2019,4.0,-19.0,-0.03,-12.0,17.0,0.0,-33.0,-0.07,45
