Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,18.0,2.0,0.5,2.0,0.0,0.0,-2.0,-0.5,0
2011,38.0,5.0,1.25,10.0,44.0,4.4,11.0,2.75,148
2012,42.0,7.0,1.75,14.0,35.0,2.5,11.0,2.75,39
2013,45.0,8.0,1.6,16.0,97.0,6.06,12.0,2.4,14
2014,49.0,10.0,1.66,17.0,119.0,7.0,8.0,1.33,24
2015,55.0,9.0,1.49,16.0,182.0,11.38,7.0,1.17,-10
2016,61.0,11.0,1.39,20.0,162.0,8.1,12.0,1.5,22
2017,69.0,10.0,1.27,21.0,127.0,6.05,10.0,1.25,-9
2018,75.0,19.0,2.09,23.0,95.0,4.13,15.0,1.67,89
2019,75.0,17.0,1.87,22.0,68.0,3.09,11.0,1.22,-10
