Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2008,6568.0,612.0,0.78,992.0,0.0,0.0,0.0,0.0,0
2009,20102.0,1771.0,2.22,3397.0,3015.0,0.89,2555.0,3.22,189
2010,21039.0,2217.0,2.89,3956.0,3474.0,0.88,2768.0,3.64,25
2011,24222.0,2530.0,3.12,4721.0,3149.0,0.67,2586.0,3.21,14
2012,24412.0,2024.0,2.77,4162.0,2926.0,0.7,2388.0,3.29,-20
2013,24669.0,2066.0,2.77,4233.0,2367.0,0.56,2971.0,4.01,2
2014,17733.0,2184.0,3.11,3956.0,2875.0,0.73,3041.0,4.36,5
2015,16249.0,2733.0,3.76,4555.0,3787.0,0.83,1941.0,2.68,25
2016,14522.0,1664.0,2.46,3072.0,5182.0,1.69,2434.0,3.62,-39
2017,15264.0,1550.0,2.47,3136.0,3574.0,1.14,1436.0,2.3,-6
2018,17408.0,2224.0,3.57,3584.0,5766.0,1.61,2275.0,3.68,43
2019,18372.0,2328.0,3.76,3855.0,6198.0,1.61,2412.0,3.92,4
2020,17968.0,2189.0,3.56,3697.0,7366.0,1.99,2617.0,4.31,-5
