Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,34.0,2.0,0.66,1.0,0.0,0.0,-2.0,-0.67,0
2011,78.0,4.0,1.0,4.0,-5.0,-0.0,-2.0,-0.5,99
2012,89.0,4.0,1.0,4.0,1.0,0.25,-4.0,-1.0,0
2013,106.0,4.0,1.0,4.0,0.0,0.0,-2.0,-0.5,0
2014,111.0,4.0,1.0,4.0,-2.0,-0.0,-1.0,-0.25,0
2015,122.0,4.0,1.0,5.0,10.0,2.0,0.0,0.0,0
2016,130.0,4.0,1.0,4.0,8.0,2.0,0.0,0.0,0
2017,147.0,2.0,0.5,6.0,36.0,6.0,-2.0,-0.5,-50
2018,175.0,5.0,0.45,13.0,37.0,2.85,-4.0,-0.36,148
2019,192.0,9.0,0.81,18.0,22.0,1.22,11.0,1.0,79
