Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,22.0,2.0,0.1,3.0,0.0,0.0,3.0,0.14,0
2011,53.0,-45.0,-2.15,-57.0,27.0,0.0,4.0,0.19,-2338
2012,58.0,0.0,0.0,5.0,28.0,5.6,3.0,0.14,100
2013,60.0,4.0,0.2,5.0,25.0,5.0,4.0,0.18,39900
2014,65.0,4.0,0.2,6.0,24.0,4.0,6.0,0.27,0
2015,68.0,2.0,0.1,9.0,30.0,3.33,6.0,0.27,-50
2016,69.0,2.0,0.1,4.0,31.0,7.75,7.0,0.32,0
2017,68.0,-20.0,-0.92,2.0,25.0,12.5,8.0,0.36,-1095
2018,65.0,-2.0,-0.08,4.0,28.0,7.0,5.0,0.24,89
2019,79.0,2.0,0.1,7.0,36.0,5.14,15.0,0.75,200
