Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,406.0,7.0,0.28,38.0,0.0,0.0,24.0,1.0,0
2011,1241.0,21.0,0.93,90.0,458.0,5.09,17.0,0.77,199
2012,1489.0,101.0,4.04,119.0,472.0,3.97,-5.0,-0.2,380
2013,1611.0,-13.0,1.3,135.0,642.0,4.76,28.0,-2.8,-112
2014,1640.0,-12.0,1.09,143.0,887.0,6.2,33.0,-3.0,7
2015,1036.0,36.0,0.63,167.0,864.0,5.17,119.0,2.16,400
2016,825.0,30.0,1.03,167.0,807.0,4.83,178.0,6.14,-16
2017,944.0,16.0,0.89,147.0,811.0,5.52,38.0,2.11,-46
2018,971.0,44.0,1.83,124.0,666.0,5.37,65.0,2.71,174
2019,2599.0,-175.0,-4.6,120.0,567.0,4.73,66.0,1.74,-497
