Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,65.0,30.0,0.77,19.0,0.0,0.0,9.0,0.23,0
2011,168.0,70.0,1.76,79.0,22.0,0.28,65.0,1.63,133
2012,197.0,69.0,1.76,86.0,44.0,0.51,66.0,1.69,-1
2013,203.0,58.0,1.52,79.0,-2.0,-0.0,51.0,1.34,-15
2014,212.0,62.0,1.62,88.0,69.0,0.78,39.0,1.03,6
2015,263.0,78.0,2.3,99.0,149.0,1.51,33.0,0.97,25
2016,297.0,93.0,2.91,112.0,154.0,1.38,74.0,2.31,19
2017,362.0,101.0,3.25,126.0,311.0,2.47,65.0,2.1,8
2018,496.0,92.0,2.94,164.0,539.0,3.29,74.0,2.39,-8
2019,579.0,94.0,3.12,154.0,638.0,4.14,56.0,1.87,2
