Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,291.0,-3.0,-0.11,5.0,0.0,0.0,-1.0,-0.04,0
2012,660.0,4.0,0.14,29.0,-44.0,-0.0,25.0,0.89,351
2013,698.0,18.0,0.65,52.0,-33.0,-0.0,8.0,0.29,279
2014,770.0,27.0,0.94,64.0,-8.0,-0.0,12.0,0.41,47
2015,931.0,48.0,1.66,92.0,-33.0,-0.0,45.0,1.55,74
2016,979.0,63.0,2.17,127.0,-70.0,-0.0,87.0,3.0,30
2017,1113.0,84.0,3.01,157.0,45.0,0.29,56.0,2.0,32
2018,1324.0,78.0,2.79,167.0,195.0,1.17,74.0,2.64,-7
2019,1401.0,44.0,1.57,116.0,228.0,1.97,47.0,1.68,-43
2020,1386.0,60.0,2.29,123.0,203.0,1.65,45.0,1.73,35
