Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2009,227.0,23.0,1.65,52.0,-107.0,-0.0,34.0,2.43,0
2010,280.0,27.0,2.09,64.0,-92.0,-0.0,11.0,0.85,17
2011,300.0,43.0,3.06,85.0,-159.0,-0.0,65.0,4.64,59
2012,315.0,40.0,2.86,82.0,-225.0,-0.0,49.0,3.5,-6
2013,311.0,39.0,2.6,73.0,-296.0,-0.0,48.0,3.2,-2
2014,307.0,24.0,1.6,60.0,-345.0,-0.0,50.0,3.33,-38
2015,340.0,43.0,2.68,88.0,-376.0,-0.0,54.0,3.38,79
2016,377.0,61.0,3.59,104.0,-444.0,-0.0,70.0,4.12,41
2017,1291.0,68.0,3.4,119.0,-245.0,-0.0,81.0,4.05,11
2018,1399.0,29.0,1.37,97.0,-361.0,-0.0,83.0,3.95,-57
2019,1264.0,98.0,4.64,191.0,-259.0,-0.0,4.0,0.19,237
