Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,15.0,2.0,0.28,-3.0,0.0,0.0,-11.0,-1.57,0
2011,39.0,5.0,0.71,18.0,61.0,3.39,12.0,1.71,148
2012,47.0,8.0,1.33,15.0,7.0,0.47,9.0,1.5,59
2013,46.0,5.0,0.84,14.0,65.0,4.64,16.0,2.67,-37
2014,58.0,7.0,1.01,25.0,38.0,1.52,23.0,3.29,39
2015,61.0,9.0,1.49,25.0,101.0,4.04,37.0,6.17,28
2016,73.0,15.0,2.51,29.0,89.0,3.07,18.0,3.0,66
2017,76.0,16.0,2.28,37.0,-79.0,-0.0,20.0,2.86,6
2018,102.0,30.0,3.3,49.0,5.0,0.1,40.0,4.44,87
2019,97.0,25.0,2.75,38.0,7.0,0.18,37.0,4.11,-16
