Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,79.0,4.0,0.33,8.0,0.0,0.0,0.0,0.0,0
2011,207.0,11.0,0.99,29.0,22.0,0.76,1.0,0.09,174
2012,191.0,8.0,0.8,25.0,30.0,1.2,7.0,0.7,-27
2013,200.0,6.0,0.74,21.0,18.0,0.86,17.0,2.13,-25
2014,199.0,2.0,0.65,18.0,13.0,0.72,4.0,1.33,-66
2015,164.0,-23.0,0.59,-12.0,20.0,0.0,-2.0,0.05,-1244
2016,157.0,-7.0,0.63,6.0,9.0,1.5,12.0,-1.09,69
2017,191.0,-17.0,0.42,-4.0,9.0,0.0,1.0,-0.03,-143
2018,324.0,28.0,2.14,44.0,28.0,0.64,-15.0,-1.15,264
2019,396.0,33.0,2.35,66.0,-6.0,-0.0,38.0,2.71,17
2020,369.0,22.0,1.56,53.0,-3.0,-0.0,37.0,2.64,-33
