Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,35.0,7.0,1.0,9.0,0.0,0.0,3.0,0.43,0
2011,74.0,-32.0,-4.0,-35.0,69.0,0.0,29.0,3.63,-556
2012,59.0,-37.0,-4.63,-19.0,30.0,0.0,13.0,1.63,-15
2013,48.0,8.0,1.01,17.0,63.0,3.71,27.0,3.38,121
2014,51.0,27.0,3.39,21.0,82.0,3.9,14.0,1.75,237
2015,51.0,6.0,0.76,17.0,102.0,6.0,7.0,0.88,-77
2016,54.0,5.0,0.64,14.0,95.0,6.79,3.0,0.38,-16
2017,62.0,8.0,1.01,17.0,155.0,9.12,10.0,1.25,59
2018,71.0,12.0,1.49,17.0,153.0,9.0,15.0,1.88,49
2019,95.0,15.0,1.5,21.0,223.0,10.62,7.0,0.7,24
