Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0
2011,24.0,4.0,2.0,8.0,-13.0,-0.0,4.0,2.0,99
2012,24.0,4.0,2.0,8.0,12.0,1.5,2.0,1.0,0
2013,24.0,4.0,2.0,7.0,-28.0,-0.0,3.0,1.5,0
2014,24.0,4.0,2.0,6.0,36.0,6.0,1.0,0.5,0
2015,24.0,4.0,2.0,8.0,60.0,7.5,2.0,1.0,0
2016,29.0,5.0,1.66,7.0,63.0,9.0,5.0,1.67,24
2017,41.0,7.0,1.75,12.0,102.0,8.5,9.0,2.25,39
2018,40.0,10.0,2.5,13.0,38.0,2.92,9.0,2.25,42
2019,40.0,9.0,2.25,15.0,31.0,2.07,9.0,2.25,-10
