Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,0.0,-23.0,-1.21,-1.0,0.0,0.0,-2.0,-0.11,0
2011,3.0,-9.0,-0.37,-9.0,-6.0,-0.0,-18.0,-0.75,60
2012,7.0,-28.0,-0.71,-25.0,8.0,0.0,-32.0,-0.8,-211
2013,22.0,-19.0,-0.31,-13.0,5.0,0.0,-13.0,-0.22,32
2014,23.0,-8.0,-0.1,0.0,5.0,0.0,-5.0,-0.06,57
2015,17.0,-9.0,-0.41,0.0,11.0,0.0,-6.0,-0.27,-12
2016,5.0,-11.0,-0.32,-5.0,8.0,0.0,-1.0,-0.03,-22
2017,4.0,-8.0,-0.2,-4.0,8.0,0.0,-3.0,-0.07,27
2018,3.0,-8.0,-0.12,-4.0,8.0,0.0,-6.0,-0.1,0
2019,4.0,-3.0,-0.15,0.0,5.0,0.0,-8.0,-0.42,62
