Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,321.0,18.0,0.46,170.0,0.0,0.0,12.0,0.32,0
2011,756.0,45.0,1.12,112.0,158.0,1.41,32.0,0.8,149
2012,821.0,38.0,0.91,105.0,162.0,1.54,44.0,1.07,-15
2013,904.0,23.0,1.15,93.0,188.0,2.02,9.0,0.45,-39
2014,1025.0,32.0,0.79,98.0,13.0,0.13,31.0,0.78,39
2015,1341.0,55.0,1.1,120.0,57.0,0.48,-26.0,-0.52,71
2016,1654.0,52.0,0.95,129.0,215.0,1.67,8.0,0.15,-5
2017,1847.0,39.0,0.78,126.0,256.0,2.03,19.0,0.38,-25
2018,2039.0,91.0,1.7,174.0,204.0,1.17,161.0,3.04,133
2019,2035.0,109.0,1.97,179.0,251.0,1.4,128.0,2.33,19
