Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,-24.0,-6.0,-3.0,0.0,0.0,-2.0,-0.5,0
2011,1.0,25.0,1.57,23.0,1.0,0.04,23.0,1.44,204
2012,1.0,49.0,12.25,75.0,-91.0,-0.0,67.0,16.75,95
2013,1.0,-5.0,-5.0,-5.0,-24.0,-0.0,-32.0,-32.0,-110
2014,4.0,-7.0,-7.0,-8.0,-17.0,-0.0,0.0,0.0,-40
2015,4.0,-11.0,-11.0,-12.0,-6.0,-0.0,-14.0,-14.0,-57
2016,17.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,100
2017,49.0,22.0,1.15,18.0,-41.0,-0.0,16.0,0.84,219900
2018,82.0,22.0,1.7,31.0,-43.0,-0.0,27.0,2.08,0
2019,12.0,-14.0,-0.5,-19.0,-35.0,-0.0,-10.0,-0.37,-163
