Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,2.0,0.66,1.0,0.0,0.0,0.0,0.0,0
2011,4.0,4.0,1.32,4.0,-8.0,-0.0,-2.0,-0.67,99
2012,4.0,4.0,1.32,4.0,-9.0,-0.0,0.0,0.0,0
2013,4.0,4.0,1.32,4.0,-8.0,-0.0,-4.0,-1.33,0
2014,4.0,4.0,1.32,4.0,-6.0,-0.0,-2.0,-0.67,0
2015,6.0,2.0,0.66,2.0,-6.0,-0.0,-6.0,-2.0,-50
2016,5.0,2.0,0.66,2.0,-8.0,-0.0,0.0,0.0,0
2017,6.0,2.0,0.66,2.0,-7.0,-0.0,-1.0,-0.33,0
2018,5.0,0.0,0.0,2.0,-7.0,-0.0,-2.0,-0.67,-100
2019,7.0,2.0,0.66,2.0,-8.0,-0.0,-4.0,-1.33,19900
