Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,42.0,10.0,0.18,6.0,0.0,0.0,1.0,0.02,0
2011,78.0,1.0,0.25,3.0,-118.0,-0.0,4.0,1.0,-90
2012,89.0,-19.0,0.21,2.0,-121.0,-0.0,1.0,-0.01,-1981
2013,101.0,-11.0,0.22,-2.0,-121.0,-0.0,4.0,-0.08,42
2014,95.0,-22.0,0.22,-20.0,-68.0,-0.0,-12.0,0.12,-100
2015,191.0,-12.0,0.2,17.0,-155.0,-0.0,56.0,-1.04,45
2016,264.0,100.0,2.26,60.0,3.0,0.05,40.0,0.91,934
2017,346.0,-72.0,2.24,11.0,17.0,1.55,41.0,-1.28,-171
2018,293.0,-93.0,2.25,10.0,40.0,4.0,46.0,-1.12,-29
2019,364.0,-71.0,-1.55,55.0,53.0,0.96,66.0,1.47,23
