Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,30.0,16.0,0.53,26.0,0.0,0.0,0.0,0.0,0
2011,68.0,40.0,1.32,58.0,-13.0,-0.0,0.0,0.0,149
2012,62.0,36.0,1.18,53.0,-12.0,-0.0,0.0,0.0,-10
2013,64.0,42.0,1.39,56.0,-15.0,-0.0,0.0,0.0,16
2014,63.0,42.0,1.39,52.0,-15.0,-0.0,0.0,0.0,0
2015,30.0,11.0,0.35,21.0,-7.0,-0.0,0.0,0.0,-73
2016,36.0,18.0,0.59,27.0,-8.0,-0.0,0.0,0.0,63
2017,55.0,37.0,1.17,47.0,-13.0,-0.0,39.0,1.26,105
2018,71.0,52.0,1.62,61.0,-18.0,-0.0,58.0,1.81,40
2019,77.0,48.0,1.4,64.0,-15.0,-0.0,66.0,1.94,-7
