Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,24.0,4.0,0.5,2.0,0.0,0.0,2.0,0.25,0
2011,50.0,5.0,0.71,9.0,22.0,2.44,9.0,1.29,24
2012,50.0,8.0,1.16,15.0,10.0,0.67,11.0,1.57,59
2013,49.0,11.0,1.58,20.0,-3.0,-0.0,8.0,1.14,37
2014,54.0,12.0,1.32,21.0,-9.0,-0.0,12.0,1.33,8
2015,53.0,11.0,1.39,19.0,-1.0,-0.0,11.0,1.38,-8
2016,59.0,10.0,1.0,22.0,-4.0,-0.0,12.0,1.2,-9
2017,64.0,12.0,1.2,25.0,-7.0,-0.0,14.0,1.4,19
2018,66.0,19.0,1.44,26.0,16.0,0.62,22.0,1.69,58
2019,75.0,22.0,1.54,31.0,8.0,0.26,22.0,1.57,15
