Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,16.0,-7.0,-7.0,-2.0,0.0,0.0,-4.0,-4.0,0
2011,40.0,-21.0,-1.24,-15.0,-43.0,-0.0,-20.0,-1.18,-200
2012,49.0,-17.0,-0.77,-13.0,-79.0,-0.0,-20.0,-0.91,19
2013,69.0,-15.0,-0.6,-13.0,-84.0,-0.0,-5.0,-0.2,11
2014,114.0,-50.0,-1.85,-37.0,81.0,0.0,-25.0,-0.93,-233
2015,112.0,-51.0,-1.83,-36.0,100.0,0.0,-36.0,-1.29,-2
2016,104.0,-73.0,-2.53,-54.0,135.0,0.0,-41.0,-1.41,-43
2017,99.0,-58.0,-1.81,-41.0,132.0,0.0,-26.0,-0.81,20
2018,176.0,-57.0,-1.44,-37.0,77.0,0.0,-29.0,-0.74,1
2019,211.0,-62.0,-0.92,-30.0,-4.0,-0.0,-38.0,-0.58,-8
