Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,13.0,2.0,0.28,2.0,0.0,0.0,2.0,0.29,0
2011,25.0,4.0,0.56,7.0,-70.0,-0.0,4.0,0.57,99
2012,26.0,4.0,0.56,8.0,-130.0,-0.0,3.0,0.43,0
2013,25.0,4.0,0.56,8.0,-100.0,-0.0,3.0,0.43,0
2014,27.0,5.0,0.71,11.0,-132.0,-0.0,5.0,0.71,24
2015,28.0,4.0,0.56,7.0,-174.0,-0.0,0.0,0.0,-20
2016,34.0,5.0,0.64,11.0,-179.0,-0.0,3.0,0.38,24
2017,38.0,7.0,0.88,15.0,-142.0,-0.0,4.0,0.5,39
2018,42.0,9.0,1.12,16.0,-116.0,-0.0,7.0,0.88,28
2019,44.0,10.0,1.37,16.0,-106.0,-0.0,8.0,1.14,10
