Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,-6.0,-0.34,-3.0,0.0,0.0,-3.0,-0.17,0
2011,8.0,-12.0,-0.52,-12.0,-11.0,-0.0,-17.0,-0.74,-120
2012,7.0,-13.0,-0.4,-12.0,-24.0,-0.0,-19.0,-0.59,-9
2013,4.0,-28.0,-0.5,-28.0,-30.0,-0.0,-25.0,-0.44,-125
2014,4.0,-20.0,-0.26,-20.0,-25.0,-0.0,-29.0,-0.37,29
2015,13.0,-16.0,-0.19,-16.0,-22.0,-0.0,-16.0,-0.2,21
2016,18.0,-15.0,-0.17,-13.0,-14.0,-0.0,-14.0,-0.17,6
2017,4.0,-31.0,-0.27,-30.0,-29.0,-0.0,-26.0,-0.23,-114
2018,25.0,-24.0,-0.17,-22.0,-51.0,-0.0,-16.0,-0.12,23
2019,5.0,-42.0,-0.24,-41.0,-35.0,-0.0,-38.0,-0.25,-78
2020,4.0,-45.0,-0.26,-44.0,-32.0,-0.0,-45.0,-0.29,-7
