Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,8.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0
2011,36.0,0.0,0.0,10.0,14.0,1.4,-5.0,-0.63,-100
2012,33.0,-10.0,-1.27,-1.0,8.0,0.0,3.0,0.38,-100100
2013,23.0,-6.0,-0.76,0.0,9.0,0.0,-4.0,-0.5,39
2014,29.0,-1.0,-0.14,7.0,-7.0,-0.0,1.0,0.13,83
2015,16.0,1.0,0.12,5.0,-6.0,-0.0,-9.0,-1.13,201
2016,11.0,-2.0,-0.26,-4.0,-16.0,-0.0,-2.0,-0.25,-298
2017,12.0,1.0,0.12,0.0,-21.0,0.0,-4.0,-0.5,150
2018,7.0,-2.0,-0.26,-2.0,-6.0,-0.0,-8.0,-1.0,-298
2019,10.0,-11.0,-1.37,-8.0,-4.0,-0.0,-6.0,-0.75,-452
2020,17.0,-8.0,-0.99,-4.0,-2.0,-0.0,-6.0,-0.75,27
