Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,96.0,6.0,0.5,8.0,0.0,0.0,6.0,0.5,0
2011,227.0,20.0,1.17,34.0,22.0,0.65,13.0,0.76,199
2012,264.0,20.0,0.96,37.0,22.0,0.59,8.0,0.38,0
2013,337.0,26.0,1.08,51.0,146.0,2.86,42.0,1.75,28
2014,659.0,55.0,1.96,112.0,161.0,1.44,60.0,2.14,107
2015,691.0,64.0,2.21,122.0,151.0,1.24,61.0,2.1,16
2016,632.0,46.0,1.58,97.0,130.0,1.34,36.0,1.24,-27
2017,606.0,33.0,1.17,77.0,161.0,2.09,35.0,1.25,-27
2018,2280.0,45.0,1.39,87.0,217.0,2.49,44.0,1.38,35
2019,1134.0,51.0,1.58,106.0,158.0,1.49,32.0,1.0,13
2020,895.0,-93.0,-3.05,-62.0,146.0,0.0,45.0,1.5,-276
