Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,14.0,2.0,0.66,1.0,0.0,0.0,1.0,0.33,0
2012,24.0,4.0,1.32,2.0,0.0,0.0,-2.0,-0.67,99
2013,23.0,2.0,0.66,2.0,0.0,0.0,-3.0,-1.0,-50
2014,23.0,2.0,0.66,2.0,-1.0,-0.0,-2.0,-0.67,0
2015,30.0,2.0,0.5,4.0,0.0,0.0,-3.0,-0.75,0
2016,61.0,2.0,0.5,5.0,19.0,3.8,-19.0,-4.75,0
2017,104.0,4.0,1.0,5.0,24.0,4.8,-6.0,-1.5,99
2018,109.0,5.0,1.25,9.0,18.0,2.0,4.0,1.0,24
2019,117.0,5.0,0.61,8.0,16.0,2.0,1.0,0.13,0
2020,114.0,5.0,0.61,8.0,11.0,1.38,1.0,0.13,0
