Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2016,5.0,-54.0,-2.57,-53.0,-83.0,-0.0,-50.0,-2.38,0
2017,4.0,-73.0,-2.52,-71.0,-86.0,-0.0,-72.0,-2.48,-35
2018,8.0,-112.0,-2.24,-111.0,-80.0,-0.0,-76.0,-1.52,-53
2019,4.0,-119.0,-1.7,-117.0,-69.0,-0.0,-80.0,-1.16,-6
