Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,-2.0,-0.06,-1.0,0.0,0.0,-1.0,-0.03,0
2011,4.0,-6.0,-0.19,-7.0,3.0,0.0,-4.0,-0.13,-201
2012,4.0,-7.0,-0.22,-6.0,7.0,0.0,-5.0,-0.16,-16
2013,2.0,-4.0,-4.0,-3.0,5.0,0.0,-5.0,-5.0,42
2014,2.0,-5.0,-1.25,-5.0,1.0,0.0,-7.0,-1.75,-25
2015,4.0,-11.0,-2.2,-10.0,-3.0,-0.0,-13.0,-2.6,-120
2016,5.0,-18.0,-2.0,-16.0,0.0,0.0,-20.0,-2.22,-63
2017,15.0,-35.0,-2.06,-31.0,8.0,0.0,-37.0,-2.18,-94
2018,16.0,-48.0,-1.52,-43.0,1.0,0.0,-46.0,-1.48,-37
2019,16.0,-45.0,-0.98,-40.0,13.0,0.0,-42.0,-0.93,6
