Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,54.0,10.0,5.0,9.0,0.0,0.0,5.0,2.5,0
2011,116.0,24.0,12.0,43.0,-44.0,-0.0,21.0,10.5,127
2012,117.0,22.0,11.0,39.0,-15.0,-0.0,20.0,10.0,-8
2013,130.0,24.0,12.0,40.0,-46.0,-0.0,30.0,15.0,8
2014,139.0,26.0,26.0,47.0,-23.0,-0.0,18.0,18.0,7
2015,144.0,27.0,27.0,47.0,-29.0,-0.0,31.0,31.0,3
2016,142.0,25.0,25.0,46.0,-44.0,-0.0,27.0,27.0,-7
2017,145.0,34.0,34.0,48.0,-65.0,-0.0,35.0,35.0,34
2018,150.0,32.0,32.0,49.0,-67.0,-0.0,25.0,25.0,-5
2019,153.0,35.0,35.0,49.0,-68.0,-0.0,22.0,22.0,9
2020,155.0,34.0,34.0,49.0,-62.0,-0.0,22.0,22.0,-2
