Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,20.0,7.0,0.35,3.0,0.0,0.0,0.0,0.0,0
2011,28.0,2.0,0.12,4.0,-10.0,-0.0,-3.0,-0.17,-71
2012,45.0,4.0,0.2,5.0,-8.0,-0.0,2.0,0.09,99
2013,28.0,0.0,0.0,2.0,-5.0,-0.0,-1.0,-0.05,-100
2014,37.0,-13.0,-0.6,-12.0,-7.0,-0.0,-1.0,-0.05,-130100
2015,30.0,-7.0,-0.7,-6.0,-8.0,-0.0,1.0,0.1,46
2016,33.0,-5.0,-0.45,-4.0,-5.0,-0.0,-1.0,-0.09,28
2017,45.0,-10.0,-0.83,-8.0,-1.0,-0.0,-3.0,-0.25,-100
2018,56.0,-13.0,-0.85,-12.0,-2.0,-0.0,-7.0,-0.47,-30
2019,47.0,-4.0,-1.56,-4.0,0.0,0.0,-6.0,-3.0,69
