Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,0.0,8.0,0.44,9.0,0.0,0.0,1.0,0.06,0
2011,188.0,4.0,0.16,14.0,48.0,3.43,7.0,0.25,-50
2012,242.0,4.0,0.12,25.0,84.0,3.36,6.0,0.19,0
2013,296.0,-10.0,-0.29,9.0,83.0,9.22,10.0,0.28,-349
2014,277.0,-12.0,-0.32,29.0,81.0,2.79,0.0,0.0,-20
2015,296.0,-57.0,-1.5,40.0,105.0,2.63,0.0,0.0,-375
2016,286.0,-25.0,-0.61,33.0,91.0,2.76,20.0,0.49,56
2017,440.0,-10.0,-0.2,22.0,248.0,11.27,2.0,0.04,59
2018,505.0,-20.0,-0.4,33.0,254.0,7.7,8.0,0.16,-100
2019,493.0,-21.0,-0.42,30.0,266.0,8.87,13.0,0.27,-5
