Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2139.0,147.0,1.32,464.0,1075.0,2.32,130.0,1.17,0
2011,2278.0,131.0,1.17,475.0,1060.0,2.23,212.0,1.89,-10
2012,2471.0,169.0,1.5,554.0,1032.0,1.86,178.0,1.58,28
2013,2680.0,148.0,1.31,593.0,1246.0,2.1,85.0,0.75,-12
2014,2624.0,192.0,1.68,557.0,1169.0,2.1,212.0,1.86,29
2015,2851.0,216.0,1.88,618.0,1211.0,1.96,134.0,1.17,12
2016,2916.0,256.0,2.22,658.0,1247.0,1.9,129.0,1.12,18
2017,2989.0,264.0,2.3,654.0,1290.0,1.97,163.0,1.42,3
2018,3220.0,214.0,1.83,618.0,1381.0,2.23,216.0,1.86,-18
2019,8685.0,191.0,1.63,597.0,1305.0,2.19,261.0,2.25,-10
