Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,424.0,17.0,0.6,30.0,0.0,0.0,-5.0,-0.18,0
2011,954.0,29.0,1.05,76.0,130.0,1.71,18.0,0.67,70
2012,915.0,34.0,1.24,82.0,92.0,1.12,62.0,2.3,17
2013,932.0,31.0,1.13,76.0,71.0,0.93,33.0,1.22,-8
2014,983.0,31.0,1.34,75.0,144.0,1.92,44.0,1.91,0
2015,1106.0,54.0,1.91,117.0,245.0,2.09,78.0,2.79,74
2016,1349.0,66.0,2.26,140.0,465.0,3.32,35.0,1.21,22
2017,1633.0,78.0,2.58,196.0,348.0,1.78,69.0,2.3,18
2018,1918.0,102.0,3.27,198.0,345.0,1.74,117.0,3.77,30
2019,1944.0,127.0,3.96,250.0,660.0,2.64,75.0,2.34,24
2020,1984.0,137.0,4.3,266.0,659.0,2.48,86.0,2.77,7
