Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,72.0,5.0,0.55,8.0,-41.0,-0.0,-12.0,-1.33,0
2012,102.0,10.0,1.11,18.0,-40.0,-0.0,0.0,0.0,99
2013,102.0,10.0,1.0,16.0,-50.0,-0.0,8.0,0.8,0
2014,101.0,8.0,0.8,15.0,-60.0,-0.0,9.0,0.9,-20
2015,133.0,13.0,1.3,22.0,-59.0,-0.0,1.0,0.1,62
2016,88.0,5.0,0.55,9.0,-64.0,-0.0,14.0,1.56,-61
2017,90.0,4.0,0.44,9.0,-72.0,-0.0,6.0,0.67,-20
2018,76.0,-8.0,-0.89,-10.0,-75.0,-0.0,3.0,0.33,-299
2019,90.0,0.0,0.0,2.0,-76.0,-0.0,4.0,0.44,100
2020,89.0,-1.0,-0.11,-1.0,-69.0,-0.0,-9.0,-1.0,-10100
