Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,2.0,-2.0,-0.06,-1.0,0.0,0.0,0.0,0.0,0
2011,5.0,-4.0,-0.08,-4.0,1.0,0.0,-5.0,-0.09,-101
2012,5.0,-4.0,-4.0,-2.0,0.0,0.0,-1.0,-1.0,0
2013,4.0,-6.0,-6.0,-4.0,0.0,0.0,-3.0,-3.0,-50
2014,4.0,-4.0,-0.68,-4.0,-3.0,-0.0,-7.0,-1.17,33
2015,4.0,-4.0,-2.0,-4.0,-4.0,-0.0,-7.0,-3.5,0
2016,4.0,-4.0,-1.32,-4.0,0.0,0.0,-4.0,-1.33,0
2017,7.0,-4.0,-0.68,-2.0,-2.0,-0.0,-9.0,-1.5,0
2018,2.0,-7.0,-0.86,-6.0,1.0,0.0,-9.0,-1.13,-75
2019,6.0,-10.0,-0.9,-4.0,4.0,0.0,-8.0,-0.73,-43
