Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2011,71.0,5.0,0.1,17.0,200.0,11.76,23.0,0.46,0
2012,70.0,5.0,0.05,18.0,211.0,11.72,32.0,0.32,0
2013,81.0,4.0,0.08,18.0,274.0,15.22,23.0,0.58,-20
2014,80.0,7.0,0.07,18.0,498.0,27.67,20.0,0.29,74
2015,87.0,4.0,0.12,8.0,556.0,69.5,15.0,0.45,-42
2016,104.0,13.0,0.09,28.0,593.0,21.18,32.0,0.3,224
2017,112.0,17.0,0.09,33.0,788.0,23.88,32.0,0.23,30
2018,133.0,18.0,0.1,36.0,1172.0,32.56,36.0,0.24,5
2019,164.0,40.0,0.11,43.0,1302.0,30.28,59.0,0.18,122
2020,161.0,40.0,0.3,52.0,1258.0,24.19,60.0,0.73,0
