Year,Net Revenue,Net Income,EPS,EBITDA,Net Debt,ND/EBITDA,FCF,FCF/Share,%
2010,3.0,-5.0,5.0,-5.0,0.0,0.0,-3.0,3.0,0
2011,5.0,-23.0,-0.82,-19.0,-10.0,-0.0,-25.0,-0.89,-451
2012,52.0,0.0,0.0,3.0,-63.0,-0.0,9.0,0.3,104
2013,8.0,-55.0,-1.48,-53.0,-5.0,-0.0,-62.0,-1.68,-5446
2014,36.0,-52.0,-1.08,-35.0,-59.0,-0.0,-32.0,-0.67,5
2015,47.0,-37.0,-0.71,-33.0,-55.0,-0.0,-8.0,-0.15,29
2016,14.0,-64.0,-1.2,-60.0,-3.0,-0.0,-55.0,-1.04,-75
2017,60.0,7.0,0.12,5.0,26.0,5.2,-34.0,-0.61,112
2018,29.0,-32.0,-0.49,-16.0,8.0,0.0,-23.0,-0.37,-487
2019,109.0,-14.0,-0.16,12.0,-5.0,-0.0,11.0,0.13,58
2020,90.0,-7.0,-0.1,18.0,-12.0,-0.0,20.0,0.19,53
