Ticker
GOLF
ADT
ADSW
APFH
ASIX
ADVM
AGLE
AGMH
AIRG
KERN
AA
ALC
ALO
ALJJ
AIQ
AMMA
AOI
ALTR
AYX
ATUS
AMBO
AMBFF
ALN
ARA
PLAN
ANDV
AM
APVO
AQ
WAAS
ARLZ
ARCH
ARCE
ARGX
AFI
VVPR
ASLN
HOME
ATKR
ATOM
ACB
JG
AUG
AUTL
CTEK
AVLR
AVTR
AZUL
AZRE
BCTF
NTB
BGNE
BEST
BYND
BILI
BFRA
BHVN
BMRA
BSTG
BCAC
BJ
BL
APRN
BOKFL
PAACR
BOMN
BEDU
BHF
BY
CJ
CADE
CCC
CWH
CANG
CNNE
CGC
CSTR
CARG
CARS
CVNA
CASC
APOP
CEPU
CHWY
CBNK
TAOP
CIFS
COE
XRF
CDXC
CLSD
CLDR
NET
CLPS
CNF
CLGN
CNDT
CEIX
CAAP
COTV
COUP
CRSP
CRON
CRWD
CURO
CWK
DRIO
DELL
DMPI
DESP
DXTR
DFBG
DFFN
DOCU
DOGZ
DFIN
LYL
DBX
DT
ELF
EONGY
EDIT
EKSO
ELAN
ESTC
SOLO
ELVT
EEX
DAVA
ENIA
ENIC
ENTX
NVST
ERYP
ESTA
EDRY
EB
MRAM
AQUA
XELAU
XELAW
XOG
FLMN
FTCH
FAMI
FSLY
FBK
CCN
FINV
FHB
INBKL
FPH
FVRR
FPAY
FND
FRSX
FBM
FEDU
FSBC
FTSI
FLGT
FNKO
GTHX
GTX
GTES
GCP
GDS
GNUS
GMAN
GOODM
GWRS
GMS
DNJR
GPMT
GSKY
GHG
GSUM
GO
SUPV
GH
GES
HBB
HONE
HEBT
HRI
HX
HGV
HMTA
HMI
HCM
HUYA
IAA
IBKCO
ICHR
ICLK
ILG
PI
IFRX
NGVT
INVA
INSP
IMTE
NTLA
LINK
INSW
IQ
IRTC
ITCB
ITRM
IZEA
JILL
JAG
JHG
JELD
JSYN
JSYNR
JSYNU
JT
JONE
JNCE
JRJR
KDMN
FRAC
KNSA
KNSL
KL
KTB
LAIX
LAUR
LGCY
LMHB
LEVI
LX
LBRT
LMB
LN
LGF.A
LGF.B
LAC
LTHM
RAMP
LVGO
LOMA
LONE
LKSD
LYFT
MBVX
TUSK
MFS
MATN
MAXR
MEDP
MRUS
MCB
MFGP
MICR
MSBI
MIND
MINDP
MRNA
MDB
MOR
MTFB
MOXC
MYSZ
MYOV
NH
NMRD
NBEV
NEWA
NMRK
NEXA
NCBS
NITE
NINE
NIU
NBLX
NOMD
OSB
NOVN
NOVT
NCNA
NTNX
NTR
NVTR
NVT
OBLN
OBSV
OKTA
OPRA
OPESU
OACQR
OTTW
PD
PAGS
PBNC
PTHN
PBBI
PTON
PVAC
PPIH
PZRX
PDD
PING
PINS
AGS
POLA
PQG
PUMP
PTGX
PTI
PRVB
NEW
PYX
QTNA
QD
QES
QHC
QTT
RARX
RNDB
RNGR
REAL
RETA
RRR
RDFN
RSLS
REZI
RETO
REVG
RVLV
RLM
SONS
RMNIU
RMNIW
REDU
ROKU
RTNB
ROSEU
RTIX
RYB
SAFE
SD
SNDR
SECO
SCWX
WTTR
SELB
SNES
AIHS
SENS
SRTS
SRTSU
SEII
TYHT
SWAV
SSTI
SMTS
SRAQU
CDEV
SBOW
SITE
WORK
SND
SMAR
SDC
SNAP
SRAX
SCKT
SOGO
SLGL
SOI
SWI
SLNO
SLNOW
SNGX
SPI
SPOT
SBPH
SFIX
STNE
SSKN
SAUHY
SNDE
STG
NOVA
SUNW
SVMK
SNDX
SYRS
TCMD
TKAT
TLND
PETZ
TVIA
THOR
TIG
TLRY
TMDI
TOCA
TRMD
TOTAU
TPIC
TTD
TW
TPCO
TRVG
TPB
TWLO
UBER
UPWK
URGN
UROV
USFD
UXIN
VVV
VREX
VNTR
VRNA
VRS
VSM
VRAY
VIOT
SPCE
VTGN
VST
VIVE
HCC
WBT
WEI
WWR
WPM
WOW
WVVIP
WINT
WCAGY
WKHS
WH
XYF
XBIO
YTRA
YEXT
YIN
YUMC
ZLAB
ZDGE
ZKIN
ZM
ZS
ZTO
ZUO
ZYME
