Ticker
AAPL
AMZN
ROST
DIS
MSFT
TXN
ILMN
ANSS
COST
HD
ADBE
JNJ
MA
MKTX
LRCX
PAYX
UNH
ROL
V
IPGP
MNST
ISRG
ACN
BLK
NVDA
TTC
WST
ULTA
ALGN
ROLL
FFIV
EW
TXRH
NVR
NKE
TJX
EXPO
ODFL
NEOG
EXPD
DORM
GOOGL
HRL
ANET
SEIC
JPM
LFUS
TPL
SBUX
BKNG
GNTX
MMM
IDXX
SNA
CSCO
PAYC
NSP
MPWR
ADDYY
NDSN
ICLR
FAST
SWKS
LOPE
FAF
BRK.B
SSD
SHW
CERN
JKHY
CGNX
PYPL
MTD
WAL
ADP
APH
JJSF
CVCO
CBRL
RHI
BCPC
INTU
CPRT
JBHT
XLNX
ATRI
SFBS
CNS
TROW
IRBT
AME
AOS
HEI
AYI
CHD
COLM
TSCO
CTSH
PRLB
VMW
BMI
TREX
FIZZ
INTC
MCD
WMT
VEEV
EME
ROP
LANC
MTCH
OMC
MASI
AFL
BR
CLX
UMBF
HON
CHE
EEFT
CNXN
CB
CFR
BURL
BF.A
LMAT
KNSL
UFPI
AMSF
PKG
LSTR
PGR
NSC
MAN
MIDD
LULU
PH
GMED
BANF
SHOO
HXL
JBT
KNX
MPX
ALG
FIX
FOXF
UL
CW
PHG
FB
SSNLF
NSRGY
AAON
AKAM
ALXN
AMNB
AAP
APD
ATR
AVY
AZO
BF.B
BIIB
BSRR
BUSE
BXS
CAKE
CBPO
CBZ
CHCO
CHH
CIX
CMCSA
CME
COLB
CORE
CSGS
CSL
CSX
CTAS
CVCY
DG
DHIL
EBTC
EGOV
EL
EV
EVR
EXLS
FCFS
FDS
FFIN
FICO
FISI
FL
GL
GWW
H
HCSG
HE
HEI.A
HFWA
HSIC
HSY
IEX
ITIC
JLL
JOUT
KBAL
LBAI
LII
LKFN
LKQ
LMT
MANH
MCO
MCRI
MGEE
MLM
MMS
MSCI
MTX
MYRG
NEU
NFLX
NOC
NP
NWLI
OFLX
ORCL
ORLY
OXM
OZK
PACW
PB
PFBI
PII
PLCE
PLXS
PRFT
RUTH
SAIA
SAM
SNBR
SNX
SON
SRCE
TCBK
TCF
TDY
TR
TYL
UHS
UNP
UTMD
VRSK
WINA
WSM
WSO
WSOB
WWD
ABMD
ALL
ADI
ANTM
AMAT
BWA
CDNS
CBOE
CBRE
CDW
CI
COO
DHI
DHR
DISCA
ECL
FLT
FTNT
FBHS
GD
GPC
HUM
HII
IPG
KLAC
LEG
LOW
MXIM
MHK
NTRS
ZION
PWR
DGX
RMD
ROK
SPGI
SWK
SIVB
SYY
TMO
VFC
WAT
ALLE
FLWS
ALGT
AB
AFG
AWR
AZPN
AUBN
AN
BMRC
BIO
BJRI
CRI
CASY
CSFL
CBSH
CBU
CNW
CRVL
CSGP
EPAM
PLUS
ESNT
FNF
FDEF
FIVE
FONR
FELE
G
HNI
HBCP
IBP
IRMD
JCOM
JAZZ
JBSS
LCII
LCNB
LECO
MRTN
MED
MLR
MNRO
MORN
NSSC
NGHC
NRC
NRIM
OVLY
OMCL
ASGN
PATK
PLBC
PRI
SKX
SFM
SYBT
TNET
USPH
UFPT
UNF
UN
ECOL
WGO
WSFS
BSTC
BAH
CLCT
ATHN
EGBN
NEWT
ARII
AMN
CLCT
UI
